,tanggal,sentiment,topic,text
11035,10/18/21,netral,aturan,selamat siang mohon bantuannya apa batita sudah bisa menggunakan jasa kai jika bisa apa saja persyaratannya terima kasih banyak
11036,10/18/21,netral,lain,ok siap makasih infonya
11037,10/18/21,netral,aturan,min bayi apakah sudah boleh naik kai
11038,10/18/21,netral,aturan,dear mohon infonya untuk penumpang dibawah 12 tahun apakah sudah bisa naik di akhir oktober
11039,10/18/21,netral,lain,oke min minta tolong cek dm lagi ya makasih
11040,10/18/21,netral,aturan,mimin nanya dong sekarang untuk ka jarak jauh apakah anak anak sudah dibolehkan
11041,10/18/21,netral,jadwalrute,minkereta bandara soetta sudirman hari ini beroperasi tidak ya tarifnya berapa sekarang ya
11042,10/18/21,netral,lain,wah ini nih proyek besar
11043,10/18/21,netral,syarat,siang min maaf mau tanya kalau misalkan saya antigen di gambir hari jumat jam 9 pagi tapi jadwal kereta saya hari sabtu jam 6 sore apa suratnya masih berlaku terima kasih admin
11044,10/18/21,netral,syarat,perjalanan ke jember apakah harus vaksin dosis 2
11045,10/18/21,netral,lain,okay terima kasih infonya min
11046,10/18/21,netral,lain,oke kak terima kasih banyak atas infonya
11047,10/18/21,netral,lain,kalo jarak deket kayak jangan ke gambir mending di kereta konfirmasi ke kondektur kak insyaallah ditolerir kok soalnya ga jauh jauh amat
11048,10/18/21,netral,lain,akun lrt_jabodebek di instagram merupakan official milik kai belum diketahui ke depannya apakah akan menjadi akun customer service lrt jabodebek
11049,10/18/21,netral,syarat,min mau tanya hasil rapid antigen kalo dipake besok nya masih bisa ga ya misal hari ini berangkat pake kereta jam 2 terus besok hasilnya dipake buat syarat tes jam 13 bisa ga tuh
11050,10/18/21,netral,syarat,min ada layanan swab antigen ga di stasiun jombang
11051,10/18/21,netral,lain,pagi admin mohon cek dm ya terima kasih
11052,10/18/21,netral,lain,harap cek dm
11053,10/18/21,netral,syarat,min untuk jam operasional antigen di stasiun purwokerto jam berapa sampai jam berapa ya min
11054,10/18/21,netral,aturan,ok terima kasih 1 lagi min kalo kursi ekonomi yang 33 hadapan itu diisi berapa orang ya
11055,10/18/21,netral,ticketing,saya melakukan pemesanan tiket 2 penumpang tetapi salah satunya ada typo nama yang harusnya lestari menjadi lestaru itu gimana
11056,10/18/21,netral,syarat,min ada layanan swab antigen di stasiun bekasi tidak ya
11057,10/18/21,netral,lain,haha siap min semoga ada tambahan ya ngelihat rabu besok ada soalnya
11058,10/18/21,netral,lain,halo min mohon cek dm saya
11059,10/18/21,netral,syarat,kalau untun persyaratan naik kereta apa saja ya min
11060,10/18/21,netral,syarat,min di stasiun cimahi ada fasilitas tes antigen atau tidak ya
11061,10/18/21,netral,syarat,kalau antigen yang 45 ribu di gambir start jam berapa jam 8 syaratnya apa aja
11062,10/18/21,netral,syarat,min cikarang purwakarta dengan ka lokal perlu swab kah
11063,10/18/21,netral,lain,cek dm min
11064,10/18/21,netral,syarat,di pasar senen kak kereta pagi jam 620 kira kira sudah buka belum ya poskonya
11065,10/18/21,netral,lain,min cek dm ya makasih
11066,10/18/21,netral,lain,rencana akhir oktober
11067,10/18/21,netral,syarat,selamat pagi mau tanya untuk antigen distasiun dibuka dari jam berapa ya
11068,10/18/21,netral,lain,yang penting nyala
11069,10/18/21,netral,syarat,pagi min untuk melakukan perjalanan jakart solo apakah hanya memberikan hasil test antigen atau seperti apa ya min
11070,10/18/21,netral,jadwalrute,selamat siang permisi mau tanya apakah ada kereta api dari purwokerto ke bandung terima kasih
11071,10/18/21,netral,syarat,selamat pagi maaf mau bertanya kl pelayanan test antigen di stasiun ka cirebon pukuk berapa terima kasih
11072,10/18/21,netral,aturan,dear min tolong dibantu agar anak dibawah umur 12 tahun bisa naik kereta kami membutuhkan untuk menjangkau kota kami untuk menengok ortu karena kereta lebih hemat dan langsung ke kota kami terima kasih
11073,10/18/21,netral,aturan,selamat pagi mau tanya untuk ka lokal penataran dhoho boleh bawa anak usia 3 tahun
11074,10/18/21,netral,ticketing,halo min saya tadi tidak sengaja menulis biaya admin sebesar harga tiket saat melakukan pembayaran via shopeepay dari riwayat pembayaran pembayaran ke kai berhasil namun saya tidak mendapatkan tiket dan masa tunggu pembayaran tiket sudah habis bagaimana solusinya
11075,10/18/21,netral,syarat,terima kasih min nanti akan saya tanyakan kembali ke mimin pada saat h1 sebelum keberangkatan mengenai vaksin di stasiun bandung
11076,10/18/21,netral,lain,baik terima kasih infonya
11077,10/18/21,negatif,lain,ribet min banyak banget
11078,10/18/21,netral,lain,baik terima kasih
11079,10/18/21,netral,aturan,hai min kalo beli tiket kereta ke yogyakarta lalu bawa bayi umur 4 bulan apakah udah bisa jakarta yogyakarta
11080,10/18/21,netral,ticketing,selamat siang min saya kan uda pesen kereta tapi salah stasiun turun harusnya ke gambir malah ke jatinegara apakah bisa diubah kalau misal bisa apakah kena biaya karena dekat juga posisinya terima kasih mohon info
11081,10/18/21,netral,ticketing,kapan aplikasi kai access bisa bayar langsung top up dari mbangking ga perlu download download aplikasi tambahan linkaja
11082,10/18/21,netral,lain,ok terima kasih
11083,10/18/21,netral,lain,ada yang mau disusul haha tapi belum tahu jadi apa tidak
11084,10/18/21,netral,syarat,selamat pagi min maaf mau tanya apakah saat ini jika ingin naik kai wajib menggunakan aplikasi pedulilindungi
11085,10/18/21,netral,lain,baik admin terima kasih banyak
11086,10/18/21,netral,syarat,kalau lewat dari tanggal 18 berati sudah ga bisa vaksin ya min recana berangkat akhir bulan ke jawa timur dari bandung
11087,10/18/21,netral,syarat,pagi minn info dong swab antigen di stasiun yogyakarta dari sampai jam berapa ya thanks
11088,10/18/21,netral,lain,kalau kaya gitu duitnya bisa balik ga si min
11089,10/18/21,netral,ticketing,gimana ya cara ngerubah id kok error terus ya min
11090,10/18/21,netral,jadwalrute,ka argo lawu 7 jadwal keberangkatan yogyakarta gambir jam 0950 tapi jam 0926 sudah berangkat ini kereta super cepat
11091,10/18/21,netral,lain,haduh ribet min
11092,10/18/21,netral,lain,terima kasih
11093,10/18/21,negatif,lain,dan keretanya belum masuk yang biasanya di jalur 2 apa delay karena kereta lintas kota dahulukan nanti kalo numpang salahin penumpang lagi deh
11094,10/18/21,netral,aturan,yaallah cuma nunggu kabar anak balita boleh naik kereta lagi aamiin kapan min
11095,10/18/21,netral,syarat,selamat pagi izin bertanya untuk layanan antigen di stasiun pasar senen itu 24 jam atau jam jam tertentu ya
11096,10/18/21,netral,jadwalrute,gini min kalo liat jadwal kaya gini dua duanya bisa jalan tepat waktu kenyataannya tiap hari 1324 disalip terus sama bengawan tadi pagi bengawan telat berangkat dari bekasi baru bergkt 654 akhirnya 1324 disusul juga sama gopar makin telat 1324 cc
11097,10/18/21,netral,syarat,min antar kota genose masih bisa tidak ya atau harus antigen
11098,10/18/21,netral,lain,cek dm ya
11099,10/18/21,netral,lain,rencana tanggal 19201021 min
11100,10/18/21,netral,syarat,min kalo kita ga mau di vaksin tapi kalo cuma test rapid aja di lakukan di stasion sebelum keberangkatan apakah bisa
11101,10/18/21,netral,lain,wah baru tau min makasih infonya
11102,10/18/21,netral,jadwalrute,gambir ke bandung kak ada tidak ya ka tambahan untuk argo parahyangan
11103,10/18/21,netral,lain,railmin baca dm
11104,10/18/21,netral,lain,surabaya semarang atau surabaya kendal ada kah min
11105,10/18/21,netral,syarat,mohon info apakah naik kereta lokal bandung raya tujuan cicalengka gadobangkong harus menyertakan hasil swab antigen
11106,10/18/21,netral,ticketing,apa benar kai ga menerima pembayaran qris dari bca
11107,10/18/21,netral,lain,assalamualaikum yuk melihat sisi luar dan dalam bekas stasiun winongo 2021
11108,10/18/21,netral,jadwalrute,baik min kira kira ada argo parahyangan tambahan tidak ya di tanggal 27 oktober 2021
11109,10/18/21,netral,aturan,min anak di bawah 12 tahun sudah boleh naik kereta api belom
11110,10/18/21,netral,lain,ok makasih kak
11111,10/18/21,negatif,lain,kai apa yang salah sama kamu
11112,10/18/21,netral,jadwalrute,maaf mau nanya dong untuk jadwal ka mataram bulan november belum ada ya
11113,10/18/21,netral,syarat,apakah surat hasil antigen boleh dilihatkan secara digital tidak di print
11114,10/18/21,netral,syarat,min syarat naik ka jarak jauh selain swab antigen apa aja ya makasih
11115,10/18/21,netral,syarat,naik ka kaligung apakah harus swab antigen
11116,10/18/21,netral,syarat,min mau nanya jadwal tes swab di stasiun purwokerto dari jam berapa sampai jam berapa yaa
11117,10/18/21,netral,lain,rencana dari stasiun tanggul ke jakarta namun untu ka nya apa belum tahu
11118,10/18/21,netral,syarat,min kalo sudah vaksin 2 kali pun masih harus antigen untuk perjalanan antar kota
11119,10/18/21,netral,lain,selamat pagi sabtu minggu tetap buka atau hari kerja saja kak
11120,10/18/21,netral,lain,satu jam setengah baru masuk stasiun bojonggede
11121,10/18/21,netral,lain,dirgahayu kereta api jayabaya ke 7 tahun 18 oktober 2014 18 oktober 2021 telah melayani masyarakat jakarta dan masyarakat malang fotosepur keretaapikita malang
11122,10/18/21,negatif,pelayanan,maaf anda robot udah di dm tapi jawabannya auto template percuma cs kayak gini anda mesti belajar dari cs nya bagus 24 jam standby jawabannya selalu menjawab pertanyaan bukan robot
11123,10/18/21,netral,syarat,naik bagi yang sudah selesai vaksin dosis 2 masih perlu tes pcr swab tes kah
11124,10/18/21,netral,syarat,min tes antigen di stasiun yogyakarta mulai pukul berapa
11125,10/18/21,netral,syarat,min antigen di stasiun senen mulai jam berapa ya
11126,10/18/21,negatif,jadwalrute,ada selisih waktu tapi kejadiannya tiap hari coba aja liat laporan 1324 nyampe cikarang jam berapa harusnya nyampe jam berapa jadwalnya emang ga bisa ditepati tapi ga diubah jadwal bengawan yang dimajuin jadi rusak jadwal yang ada cc
11127,10/18/21,netral,jadwalrute,jadwal kereta sama tapi pembatasan
11128,10/18/21,netral,ticketing,min tiket go show dengan harga khusus diskon apa masih ada
11129,10/18/21,positif,experience,hari ini 2 tahun lalu 18 oktober 2019 untuk pertama kalinya mencoba salah satu transportasi publik yang belum pernah saya coba yaitu sangat semangat sekali pukul 0600 wib sudah di stasiun surabaya pasar turi untuk kereta keberangkatan pukul 0800 wib
11130,10/18/21,positif,experience,thanks perjalanan nya sangat nyaman dan sampai sesuai waktu
11131,10/18/21,netral,lain,hari ini 1324 disalip 2 kajj 648 harusnya berangkat bekasi 704 masih aja nunggu disusul kajj berasa penumpang 1324 mau piknik ke cikarang bisa diajak santai santai
11132,10/18/21,netral,aturan,admin mohon info sampai kapan anak usia dibawah 12 tahun tidak dikenankan naik kereta api apakah anak usia dibawah 12 tahun pasca covid dengan imunitas tetap tidak boleh bepergian dengan kereta api
11133,10/18/21,netral,jadwalrute,kerete bengawan nte bikin telat 1324 tiap hari ngubah jadwal bikin telat jadwal yang udah ada cc
11134,10/18/21,netral,lain,min cek dm ya thanks
11135,12/04/21,netral,lain,moyong moyong lur
11136,12/04/21,netral,syarat,halo mau tanya untuk swab atau genose di stasiun jatibarang biayanya berapa ya sekarang terima kasih
11137,12/04/21,netral,lain,terima kasih kapan kapan kita ganti rute
11138,12/04/21,netral,lain,gapapalah rabu kita coba lagi argoparahyangan dan lokalan cicalengka gambir bandung cicalengka finish cimindi
11139,12/04/21,netral,lain,pengen coba mas udah lama tidak naik kereta
11140,12/04/21,netral,lain,tobat ga enak rasanya
11141,12/04/21,netral,lain,malah enak mas supaya cepat sampai wkwk
11142,12/04/21,netral,syarat,ka kalau misalkan antigen di tempat lain selaim stasiun nya boleh ga ya
11143,12/04/21,netral,aturan,halo kak ijin bertanya kalo untuk anak usia 15 tahun boleh naik kereta api lokal sendiri tanpa dampingi orang tua ga ya
11144,12/04/21,netral,lain,respon dm tolong kak
11145,12/04/21,netral,lain,min minta tolong cek dm ya makasih
11146,12/04/21,netral,lain,halo min dm saya dari semalam belum dibalas
11147,12/04/21,netral,aturan,halo kak ijin bertanya kalo untuk anak usia 15 tahun boleh naik kereta api antar kota sendirian tanpa dampingi orang tua ga ya dan untuk pengisian data di kai access bagaimana karena usia 15 tahun belum memiliki ktp
11148,12/04/21,netral,lain,senja utama min
11149,12/04/21,netral,lain,terima kasih informasinya min
11150,12/04/21,netral,syarat,min tanya stasiun purwokerto ada antigen
11151,12/04/21,netral,jadwalrute,halo apakah kereta sancaka utara masih beroprasi
11152,12/04/21,positif,pelayanan,tiba tiba dia ngecekin kursi depanku ada orangnya tidak dan ternyata juga kosong dia langsung inisiatif ngebalikin kursi depan jadi ngadep ke aku biar nih kaki bisa selonjoran lebih lega katanya the best emang kai
11153,12/04/21,negatif,pelayanan,kembalikan waktu tempuh lama saja untuk ka argowilis goyangnya parah banget kalo ngebut gini
11154,12/04/21,netral,jadwalrute,min kalo beli tiket keberangkatan dari solo ke pasar senen tapi mau naiknya dari stasiun yogyakarta bisa ga thank you
11155,12/04/21,netral,syarat,maaf min mau tanya lagi kalau di senen antigennya jam berapa ya
11156,12/04/21,netral,lain,ye setahu saya begini cuman tadi di video seakan akan ada bus trans dari tawang langsung ke museum tapi sudah dikonfirmasi kalo tidak seperti itu
11157,12/04/21,netral,lain,bantu jawab kalo naik trans turun di terminal bawen nanti darisana bisa oper angkutan jurusan ambarawa
11158,12/04/21,netral,lain,baik min terima kasih
11159,12/04/21,netral,lain,reply lagi min
11160,12/04/21,netral,lain,masih mending daripada final destination coba wkwkwk
11161,12/04/21,netral,syarat,selamat siang min mau tanya kalo mau naik ka bisa bawa hasil negatif rapid antigen dari klinik tidak harus tes di stasiun kan berikutnya apa masih bisa bawa makanan ke dalam kereta terima kasih
11162,12/04/21,netral,lain,makasih admin
11163,12/04/21,netral,lain,min help cek dm dong
11164,12/04/21,netral,syarat,min kalau hasil pcr untuk naik kereta apkah harus diprint atau tidak perlu
11165,12/04/21,netral,syarat,halo saya mau tanya kalau di stasiun tasikmalaya ada pelayanan rapid antigen tidak ya
11166,12/04/21,netral,pelayanan,atau kakak bisa ke dapurnya langsung jadi bisa lihat mereka masak tanya petugas aja menu menu apa yang bisa dimasak btw kalo menurutku sih aplikasi nya yang bermasalah
11167,12/04/21,netral,lain,bales dm min
11168,12/04/21,netral,pelayanan,kak aku juga kemaren tidak bisa pake layanan itu di taksaka sama percis kendalanya paling banter kakak ngomong sama petugas mau makan apa nanti baru dimasakin begitu
11169,12/04/21,netral,ticketing,berapa tiket ka wisatanya
11170,12/04/21,netral,syarat,stasiun gombong berarti kalo mau antigen harus bawa surat vaksin tiket sama foto nik kita ya min
11171,12/04/21,netral,lain,mas gan
11172,12/04/21,netral,lain,kalo untuk stasiun cirebon kejaksaan min
11173,12/04/21,netral,lain,om rel kereta jalur lambat jalan pramuka dari dua sisi sebelum pasar pramuka dan seberangnya sudah amblas ga keruan bikin macet sudah 4 bulanan nih
11174,12/04/21,netral,ticketing,met siang min saya mau tuker voucher tiket ke stasiun kutoarjo hari minggu tetap ada pelayanan kan ya mohon infonya terima kasih
11175,12/04/21,netral,syarat,tes antigen di stasiun klaten hari ini sampai jam berapa ya terima kasih
11176,12/04/21,netral,syarat,min malam ada layanan test antigen di stasiun ciamis tidak pemberangkatan jam 2300
11177,12/04/21,netral,lain,masa kalah sama adminnya
11178,12/04/21,netral,lain,maaf mau tanya kalau di solo balapan jam berapa ya
11179,12/04/21,netral,lain,iya min tadi petugasnya juga bilang kalau sistem belum mendukung saya kira untuk seluruh stasiun di indonesia tapi ternyata hanya di lempuyangan saja baik min terima kasih infonya semoga mesin gate in di stasiun lempuyangan segera diperbarui ya
11180,12/04/21,netral,syarat,railmin tes antigen di stasiun kroya hari minggu besok buka sampai jam berapa ya
11181,12/04/21,netral,lain,siang admin kindly check my direct message thank you
11182,12/04/21,netral,lain,ok terima kasih
11183,12/04/21,netral,ticketing,min untuk reschedule tiket apakah dikenakan biaya tambahan terima kasih
11184,12/04/21,netral,syarat,hi admin swab antigen di stasiun purwosari ada tidak ya
11185,12/04/21,netral,lain,cek dm min mau bertanya
11186,12/04/21,netral,syarat,min mau tanya bandung bekasi harus antigen kah
11187,12/04/21,netral,syarat,min syarat antigen di stasiun apa aja kalau tidak punya ktp bagaimana
11188,12/04/21,netral,syarat,min tanya dong antigen di stasiun bekasi mulai jam berapa hingga jam berapa ya
11189,12/04/21,netral,syarat,min pelayanan antigen stasiun bekasi dimulai jam berapa ya apalah dari subuh kalau mau naik bengawan dari bekasi kan jam 0651apakah sebelum 0651 sudah buka pelayanan antigen nya terima kasih
11190,12/04/21,netral,experience,masih ada yang foto foto pada akhirnya akupun melanjutkan perjalanan ke yogyakarta dengan menggunakan ka prameks senang rasanya bisa bertemu dengan lokomotif vintage tak disangka yang awalnya bete karena kaku terlambat namun akhirnya bisa foto foto dengan artisnya
11191,12/04/21,netral,syarat,malam ada layanan tes antigen tidak kakak rencananya jadwal keberangkatan kereta jam 2030 di stasiun purwokerto
11192,12/04/21,netral,lain,terima kasih admin
11193,12/04/21,netral,syarat,selamat siang mohon info untuk stasiun gambir apakah menerima pelayanan untuk antigen terima kasih
11194,12/04/21,netral,aturan,mimin ppkm natal tahun baru berlaku kapan min yang ngaruh ke kereta jarak jauh
11195,12/04/21,netral,lain,siap terima kasih
11196,12/04/21,netral,lain,terima kasih
11197,12/04/21,netral,syarat,siang admin bertanya dong jam operasional tes antigen di stasiun gambir sampai jam berapa ya
11198,12/04/21,netral,syarat,halo min mau tanya untuk tes rapid antigen di stasiun senen hari ini apakah bisa dan harganya berapa yah min terima kasih min
11199,12/04/21,netral,lain,gapapa railmin saya sudah dapet tempat duduk yang lain kok makasih ya min
11200,12/04/21,netral,syarat,min untuk jadwal tes swab di stasiun gambir dan tugu yogyakarta jam berapa sampai jam berapa ya
11201,12/04/21,netral,jadwalrute,kapan kereta cepat jakarta bandung mulai beroperasi min
11202,12/04/21,netral,syarat,min untuk ka kaligung masih termasuk yang tidak memerlukan tes antigen ya
11203,12/04/21,netral,lain,tetap waspada pada cuaca la nina seperti saat ini kegiatan jaga lintas bersama merupakan kegiatan edukasi untuk meminimalisir aktifitas di ruang manfaat jalur kereta api serta sosialisasi anti pelemparan batu
11204,12/04/21,netral,aturan,hi ka mau nanya kalau ingin berpegian tahun baru ke luar kota lalu kena ppkm level 3 itu gimana ya apakah bisa atau ada syarat apa
11205,12/04/21,netral,ticketing,min mau tanya ktp saya hilang beserta dompetnya jika nnti mau perjalanan ptidaknti ktpnya apa ya min apakah pakai resi bisa
11206,12/04/21,netral,lain,dm ya min
11207,12/04/21,netral,lain,siang min cek dm dong terima kasih
11208,12/04/21,netral,syarat,min biaya swab antigen di stasiun berapa ya
11209,12/04/21,netral,syarat,kalau rapid test di bandung stasiun mana aja ya min dan berapa harganya
11210,12/04/21,netral,syarat,oke min tanya lagi dong hehe ajm berapa ya mulai antigennya di stasiun kutoarjo makasih
11211,12/04/21,netral,pelayanan,siang min layanan integrasi pt kai dan taxi jemput stasiun masih ada kah saya coba akses tetapi gagal terus makasih
11212,12/04/21,netral,lain,mas masnya galak min malah disuruh duduk di tempat lain
11213,12/04/21,netral,lain,terima kasih banyak infonya railmin
11214,12/04/21,netral,lain,jadi yang bener buka nya kapan min
11215,12/04/21,netral,lain,buat nyetel spykids
11216,12/04/21,negatif,lain,orang tololnesia emang susah diingetin udah jelas diingetin itu bahaya ada ka lewat malah marah dan tambah ngamuk 4 kali bolak balik kayak tikus aja apa enak ciuman sama cc 206 dan besoknya tidur di keranda cc
11217,12/04/21,netral,syarat,siang ka biaya antigen di stasiun pasar senin berapa ya kak
11218,12/04/21,negatif,ticketing,min kalau pesan tiket lewat kai access itu penumpangnya harus yang punya akun ya ini saya mau beli tiket lewat kai access pakai akun saya tapi tiketnya untuk adik saya kok ngubah detail penumpangnya ga bisa
11219,12/04/21,positif,fasilitas,pagi ini naik gocar ke gambir pas mau masuk gambir di kereta disetel lagu kicir kicir jadi sebelum turun kereta udah kecium aroma betawinya good job
11220,12/04/21,netral,lain,aku ingin bercitacita menjadi seorang masinis dan semoga bisa terwujud nanti kalo ingin menjadi masinis ngambil jurusan apa ya
11221,12/04/21,netral,lain,barangakali bisa di usulkan untuk di revisi lagi min
11222,12/04/21,netral,lain,terima kasih informasinya
11223,12/04/21,netral,syarat,siang min mau tanya untuk rapid antigen di stasiun bekasi letaknya sebelah mana ya dan sampai jam berapa terima kasih mimin
11224,12/04/21,netral,lain,min cek dm plis
11225,12/04/21,netral,lain,setelin dangdut
11226,12/04/21,netral,syarat,kalau genose apa masih ada min
11227,12/04/21,netral,lain,apakah dari tawang ada bus trans yang langsung bisa drop ke museum ini
11228,12/04/21,netral,lain,mohon cek dm min thank you
11229,12/04/21,netral,syarat,min kalau mau naik kereta jarak jauh syaratnya apa aja ya
11230,12/04/21,netral,jadwalrute,pagi min kalau bisa jadwal kamandaka yang keberangkatan dari semarang kembali seperti dulu jam 5 sore biar ga kemaleman nyampe purwokerto
11231,12/04/21,netral,lain,oke min terima kasih min
11232,12/04/21,netral,lain,121 ini free call kah no charge
11233,12/04/21,netral,ticketing,wajib beli tiket kereta tidak min anak usia 1 tahun
11234,12/04/21,netral,jadwalrute,kak ijin tanya tiket kereta dari yogyakarta ke jakarta tanggal 3 januari 2022 belum ada ya
11235,11/21/21,netral,syarat,kak tanya lagi untuk yang program pahlawan apakah guru honorer bisa dapat juga kalo iya apa syaratnya
11236,11/21/21,netral,syarat,min yang baik hati sebelumnya bilang server error apa masalah gitu semoga layanan yang terkait dengan kai bisa semangkin meningkat aku tidak bayangin kalau input manualnya tidak sekalian jalan penumpang pergi nik salah atau paling tidak ya luput tidak masuk ke pedulilindungi terima kasih
11237,11/21/21,netral,syarat,tadi saya komplain petugasnya malah menunjukkan setumpuk kertas yang katanya belum diinput padahal di stasiun lain saat input data antigen ya otomatis masuk ke peduliindungi kenapa ya bisa seperti itu beda klinik oke tapi kayaknya tidak efektif sama sekali kalau penumpang sudah dapat print tapi masih nunggu yang di aplikasi
11238,11/21/21,netral,ticketing,ada batasannya tidak min penukaran tiket per hari untuk keberangkatan hari rabu
11239,11/21/21,netral,lain,cek dm min terima kasih
11240,11/21/21,netral,syarat,min maap nih sekedar mau menanyakan saja biar yang dipermasalahkan bisa diperbaiki saya ini pengguna kai sejak lama bahkan masa pendemi saja lebih pilih naik kereta cmn kenapa ya di sini input data antigennya lama beda banget sama stasiun lain
11241,11/21/21,positif,pelayanan,terima kasih min meskipun begitu aku tetep cinta kok pake layanan kereta api semoga lebih baik ke depannya
11242,11/21/21,netral,lain,terima kasih infonya kak
11243,11/21/21,netral,syarat,untuk operational rapid antigen apakah 24 jam min
11244,11/21/21,netral,syarat,min kalau belum bisa divaksin karena alasan kesehatan dan sudah punya surat dokter belum layak vaksin apa bisa melakukan perjalanan
11245,11/21/21,netral,lain,milliaran kosakata takkan mampu menggambarkan megahnya ciptaan tuhan karena dia menciptakan dengan rasa bukan dengan kata
11246,11/21/21,netral,syarat,siang min maaf mau tanya jika dari bangil ke lempuyangan harus rapid terlebih dahulu apakah boleh rapid di luar stasiun karena ketidak tersedianya layanan rapid di bangil
11247,11/21/21,netral,ticketing,selamat jelang siang min untuk voucher tiket gratis bagi guru dll itu bisa di stasiun mana aja dan sampai jam berapa ya
11248,11/21/21,netral,syarat,di surabaya pasar turi gaada layanan antigen ya min
11249,11/21/21,netral,lain,min baca pesan saya please
11250,11/21/21,positif,syarat,pagi ini menggunakan kereta yogyakarta jakarta dari stasiun yogyakarta antrian menunggu hasil test antigen banyak sekali sementara jadwal keberangkatan kereta sudah dekat untung pihak kai tanggap sangat membantu penumpang agar bisa tepat waktu sempat deg degan tapi semua tertangani dengan baik terima kasih
11251,11/21/21,netral,syarat,sore min ijin tanya untuk perjalanan purwokerto ke semarang apakah harus rapid antigen bolehkah tes rapid diluar stasiun
11252,11/21/21,netral,syarat,minggu kemarin saya ke stasiun sragen kok tidak tersedia fasilitas rapid ya min
11253,11/21/21,netral,lain,kepanjen
11254,11/21/21,netral,syarat,halo min antigen di stasiun surabaya sampai jam berapa yaa
11255,11/21/21,netral,lain,sekarang jual tahu bulat
11256,11/21/21,netral,lain,ditunggu jawabannya
11257,11/21/21,netral,lain,terima kasih min
11258,11/21/21,netral,syarat,stasiun ngrombo selalu masuk kedalam daftar pelayanan rapid antigen tapi setiap saya datang ke ngrombo petugas selalu bilang tidak ada layanan rapid ini saya yang salah baca pengumuman yang salah atau bagaimana masuk ke daftar ga cuma sekali loh tolong konfirmasinya
11259,11/21/21,netral,lain,wilis pulang mutiara selatan mbaknya lagi libur
11260,11/21/21,netral,syarat,yah pegaden baru tidak ada padahal dulu pernah ada lumayan loh ada kereta yang naik turun penumpang kok tidak ada test antigennya
11261,11/21/21,netral,lain,naik anggrek bareng si mbak nya itu
11262,11/21/21,netral,lain,udah pulang lagi he
11263,11/21/21,netral,lain,welcome di kota palawan mas bro
11264,11/21/21,netral,syarat,sebaiknya datang berapa jam sebelum keberangkatan kalo mau rapid di stasiun
11265,11/21/21,positif,pelayanan,the best thanks untuk pelayanan nya
11266,11/21/21,netral,jadwalrute,permisi min kereta joglosemarkerto masih beroperasi selama ppkm tanggal 24 desember nanti
11267,11/21/21,netral,syarat,siang min untuk kereta joglosemarkerto penumpang anak anak dibawah 12 tahun diatas 3 tahun belum vaksin masih boleh naik tanpa rapid antigen kah
11268,11/21/21,netral,syarat,untuk menunggu hasil rapid nya berapa lama ya
11269,11/21/21,netral,lain,home buat perjalanan pulang away buat perjalanan pergi ya kan min
11270,11/21/21,netral,syarat,halo min mau tanya antigen di pasar senen sampai jam berapa ya
11271,11/21/21,netral,fasilitas,halo gerbong resto di ka tambahan gambir solo ada di gerbong berapa ya
11272,11/21/21,netral,ticketing,berarti bisa ya saya cetak tiket jayakarta keberangkatan hr ini pasar senen surabaya gubeng di stasiun bekasi sekaligus naik dari sana
11273,11/21/21,netral,lain,bukan gue anjay v mak doi dan doi
11274,11/21/21,netral,lain,terima kasih min
11275,11/21/21,netral,syarat,min kertajaya harus antigen ya
11276,11/21/21,netral,lain,cek dm dong
11277,11/21/21,netral,syarat,maaf mau tanya syarat naik kereta ambarawa ekspres apa wajib rapid test
11278,11/21/21,netral,syarat,permisi admin mau tanya untuk swab antigen di stasiun pasar senen pada jam 4 sore apakah tersedia terima kasih
11279,11/21/21,netral,lain,makasih admin
11280,11/21/21,netral,ticketing,berarti kalau keberangkatan hari ini saya tidak bisa cetak tiket di stasiun bekasi
11281,11/21/21,netral,syarat,kalau misalkan keberangkatan dari stasiun bekasi apakah bisa swab di stasiun cikampek min
11282,11/21/21,netral,syarat,min info antigen di stasiun tugu yogyakarta dong makasiih
11283,11/21/21,netral,syarat,permisi ka untuk antigen di pasar senen beroperasi dari jam berapa sampai jam berapa ya ka dan untuk kereta bengawan dari lempuyangan berhenti di stasiun bekasi ga ka terima kasih
11284,11/21/21,netral,syarat,min rapid antigen apakah tersedia di stasiun wates berapa biayanya dan jam berapa pelayanannya terima kasih
11285,11/21/21,netral,aturan,apakah anak 2 tahun boleh naik krl syaratnya apa
11286,11/21/21,netral,lain,penutupan sampai kapan min
11287,11/21/21,netral,lain,terima kasih mas tweetnya saya hapus
11288,11/21/21,netral,syarat,min antigen di stasiun bandung buka mulai jam berapa
11289,11/21/21,netral,lain,baik kakak terima kasih masukannya
11290,11/21/21,netral,ticketing,kalau cetak tiketnya apa harus ke pasar senen berhubung saya beli via traveloka
11291,11/21/21,netral,syarat,min mau tanya kalo swab antigen di stasiun bekasi buka nya jam berapa ya
11292,11/21/21,netral,syarat,perasaan belum damai selama mau naik kereta masih harus rapid test pengennya sudah punya sertifikat vaksin aja cukup
11293,11/21/21,netral,lain,aku tuh cuma mau naik prameks dari stasiun tugu ke wates aja min
