,Unnamed: 0,tanggal,sentiment,topic,text
9976,9976,11/29/21,netral,lain,sudah di balas dmnya ya min
9977,9977,11/29/21,netral,ticketing,maaf kak saya sudah melakukan pembayaran tapi email tidak masuk dan belum menerima kode untuk tiket gimana ya kak
9978,9978,11/29/21,netral,pelayanan,dear mohon infonya kirim barang brebes dari jakarta paket bisa didrop dimana ya min
9979,9979,11/29/21,netral,syarat,min kalo naik joglosemar tapi mau rapid boleh min
9980,9980,11/22/21,netral,jadwalrute,mulai awal desember kereta bengawan tidak ada jadwal keberangkatannya ya
9981,9981,11/22/21,netral,syarat,layanan antigen di stasiun bekasi dari jam berapa sampai jam berapa ya
9982,9982,11/22/21,netral,lain,baik terima kasih kak atas infonya
9983,9983,11/22/21,netral,ticketing,hai min saya mo bookingin sodara perjalanan ka lokal dhoho penataran surabaya pasar turi malang detail penumpang gabisa diganti ya
9984,9984,11/22/21,netral,lain,min plis cek dm thanks
9985,9985,11/22/21,netral,aturan,denah tempat duduk di sorotan instagram sudah tidak ada ya min kapasitas itu
9986,9986,11/22/21,netral,ticketing,iya min maksud saya kapasitas maksimalnya masih tetap atau sudah beda lagi
9987,9987,11/22/21,netral,jadwalrute,jakarta semarang untuk desember tersedia
9988,9988,11/22/21,netral,lain,terima kasih atas informasinya min
9989,9989,11/22/21,netral,lain,kalau untuk tanggal desember ada kak
9990,9990,11/22/21,netral,lain,masih penumpang dalam segerbong ka eksekutif
9991,9991,11/22/21,netral,aturan,malam min untuk saat ini kai masih menerapkan pembatasan maksimal tempat duduk boleh tolong diinfokan min untuk kereta api matarmaja susunan tempat duduknya seperti apa mohon bantuannya terima kasih
9992,9992,11/22/21,netral,lain,sudah saya dm kak tolong dibantu ya terima kasih
9993,9993,11/22/21,netral,lain,di ig ada per tanggal agustus ini baru dan setahu saya belum ada perubahan
9994,9994,11/22/21,netral,pelayanan,ayo makan malam di kereta api dengan nasi ayam geprek kesukaaan
9995,9995,11/22/21,netral,syarat,pake id card karyawan bisa ya min tetep nunjukin fotocopy ktp tidak
9996,9996,11/22/21,netral,jadwalrute,ini ka lagi tepat jangan disusul kereta inspeksi keliatannya kosong ga ada pejabat udah hampir menit telatnya ini atau gimana ini ya apa ditindak lanjut atau cuma minta maaf aja ya terima kasih
9997,9997,11/22/21,netral,ticketing,admin untuk perjalanan ka ini apa masih tempat duduk
9998,9998,11/22/21,netral,lain,ok terima kasih min
9999,9999,11/22/21,netral,ticketing,min kalo ktp asli ilang dan sudah terlanjur beli tiket kereta ptidaknti indentitas aslinya apa ya
10000,10000,11/22/21,netral,jadwalrute,untuk tanggal desember kereta apa bisa turun di stasiun prupuk dari solo
10001,10001,11/22/21,netral,lain,makasih banyaak tapi belum bisa kebuka huhu
10002,10002,11/22/21,netral,ticketing,jumlah maksimal per gerbong eksekutif sekarang berapa ya min
10003,10003,11/22/21,netral,lain,min cek dm
10004,10004,11/22/21,netral,lain,stasiun kepanjen min bawa baby juga ini
10005,10005,11/22/21,netral,ticketing,ini saya mau beli ticket via kai access tidak ada pembayaran menggunakan mobile banking bsi
10006,10006,11/22/21,netral,lain,sejam sebelum berangkat biasanya
10007,10007,11/22/21,netral,lain,halo min cek dm ya
10008,10008,11/22/21,netral,syarat,min aku bisa antigen di stasiun gubeng tapi buat penerbangan tidak urgent banget soalnya butuh buka subuh
10009,10009,11/22/21,positif,pelayanan,selalu sabar dalam melayani
10010,10010,11/22/21,netral,fasilitas,mendapatkan fasilitas bagaimana ya min makasih sebelumnya
10011,10011,11/22/21,netral,syarat,hai admin untuk jadwal rapid antigen di stasiun gambir mulai buka berapa kah terima kasih
10012,10012,11/22/21,netral,lain,halo kak cek dm ya
10013,10013,11/22/21,netral,lain,tidak bisa
10014,10014,11/22/21,netral,lain,kayaknya ada tertinggal di jogja
10015,10015,11/22/21,netral,jadwalrute,selamat malam admin mau tanya untuk kereta dari solo berhenti di stasiun prupuk purwokerto kereta apa saja ya terima kasih
10016,10016,11/22/21,netral,lain,tim koleksi masker banyak sebenernya cuman ga sempet ngabadikan hihi gomawo
10017,10017,11/22/21,netral,jadwalrute,min kereta go show bandung banjar ada jam berapa aja
10018,10018,11/22/21,netral,ticketing,min pembatalan tiket kereta beli lewat aplikasi pegi pegi gimana ya saya ga sempet kalo harus stasiun soalnya urgent
10019,10019,11/22/21,netral,syarat,bisa pakai rapid antibodi
10020,10020,11/22/21,netral,jadwalrute,transportasi massalnya sudah ada cak sudah ada ka komuter susi sumo sula sigres tapi kurang proper dan tidak terintegrasi dengan moda transportasi umum lain min kalau bisa ka ka komuter itu trayeknya dilanjut sampai tanjung perak
10021,10021,11/22/21,netral,lain,babat bandung min
10022,10022,11/22/21,netral,syarat,aku ga bisa mikir kalau bayi nangis di tusuk hidungnya bisa kah ambil tenggorokan aja
10023,10023,11/22/21,netral,ticketing,min go show dari gubeng yogyakarta tugu untuk ini tanggal bisa dilayani
10024,10024,11/22/21,netral,lain,di dalam tapi diluar
10025,10025,11/22/21,netral,lain,aduh males dirojok ca
10026,10026,11/22/21,netral,syarat,ka admin mauk nanya antigen di stasiun malang jam operasionalnya berapa ya
10027,10027,11/22/21,netral,syarat,untuk rapid di stasiun apa bisa dipake di bandara min
10028,10028,11/22/21,netral,lain,baik min
10029,10029,11/22/21,netral,ticketing,min tanya perbedaan ekonomi di progo sama di bengawan apa yah selisih harganya lumayan jauh banget sekarang
10030,10030,11/22/21,netral,lain,halo min mau tanya kapan pengumuman tes psikologi ya
10031,10031,11/22/21,netral,syarat,min mau tanya kalau kereta berangkat set pagi test antigen di stasiun gubeng surabaya gimana buka
10032,10032,11/22/21,netral,syarat,selamat malam untuk krl jogjasolo antigen terima kasih
10033,10033,11/22/21,netral,fasilitas,malam min mau nanya untuk kereta api taksaka kira kira ada fasilitas wifi tidak ya terima kasih sebelumnya
10034,10034,11/22/21,netral,lain,min cek dm
10035,10035,11/22/21,netral,jadwalrute,untuk pemesanan tiket kereta api harian tanggal desember kenapa belum tersedia ya min di kai access mohon infonya
10036,10036,11/22/21,netral,lain,please check
10037,10037,11/22/21,netral,syarat,makasih min bocah juga antigen ya kategori penumpang
10038,10038,11/22/21,netral,ticketing,saya sudah transfer via bni sore tadi belum ada konfirmasi email ya min taksaka rabu pagi yogyakarta jakarta thanks min
10039,10039,11/22/21,netral,lain,selamat bro
10040,10040,11/22/21,netral,syarat,hi hasil tes antigen di stasiun tawang bisa jadi dalam berapa jam ya
10041,10041,11/22/21,netral,syarat,hai untuk kereta keluar kota apa ada syarat harus swab dulu terima kasih
10042,10042,11/22/21,netral,lain,kasihan itungannya cah
10043,10043,11/22/21,netral,syarat,kalo di stasiun cikampek masih ada rapid antigen ga min
10044,10044,11/22/21,netral,lain,baik terima kasih kembali ibu
10045,10045,11/22/21,netral,ticketing,masih berlaku sampai saat ini gue tanyain buat ngecek mana kursi sampingnya dikosongin
10046,10046,11/22/21,netral,lain,dhoho penataran min
10047,10047,11/22/21,netral,lain,baik kak terima kasih
10048,10048,11/22/21,netral,aturan,dear aku mau tanya miin kereta progo tujuan akhir pasar senen ini dikasih stiker no sitting allowed kursi ya bukan malah alangkah lebih baiknya kalo masih mau menerapkan jaga jarak nih dikasih stiker kursi ya
10049,10049,11/22/21,netral,lain,lengkap banget min jawabannya terima kasih banyak ya
10050,10050,11/22/21,netral,syarat,min syarat anak dibawah naik kereta jarak jauh harus pcr apa bisa rapid antigen
10051,10051,11/22/21,netral,aturan,min boleh minta dokumen berisi konfigurasi tempat duduk di kereta selama pandemi
10052,10052,11/22/21,netral,syarat,min info syarat buat naik kereta dari malang surabaya apa aja ya
10053,10053,11/22/21,netral,aturan,thanks infonya dan untuk kereta ekonomi juga berlaku pembatasan seat distancing
10054,10054,11/22/21,netral,syarat,halo kai daya mau tanya untuk rute kereta joglo sumakerto solo pekalongan perjalanan untuk anak usia dibawah satu boleh kah dan syaratnya apa kalau boleh
10055,10055,11/22/21,netral,syarat,halo untuk hasil antigen harus diprint atau boleh tunjukan softcopy nya saja
10056,10056,11/22/21,netral,ticketing,min bisa minta seat map kereta jayakarta surabaya gubeng pasar senen mudah pilih kursi biar disebelah tidak ada orang lain terima kasih
10057,10057,11/22/21,netral,lain,min balas dm saya makasih
10058,10058,11/22/21,netral,experience,dulunya sering banget pp indramayu stasiun haurgeulis jakarta naik kereta tegel express tiap akhir pekan harga ekonomis dan sesuai dengan jaraknya tapi sekarang jarang tidak ada kereta sejenis murah dan ramah dikantong
10059,10059,11/22/21,netral,lain,di dalam museum kereta api di ambarawa tapi kondisinya di dalam museum loh ini di dalam museum
10060,10060,11/22/21,netral,aturan,halo min sekarang udah tidak ada pembatasan penumpang ya
10061,10061,11/22/21,netral,syarat,min mau nanya kalo naik kereta kota jurusan cikampek cirebon prujakan harus pake antigen dulu
10062,10062,11/22/21,netral,lain,halo min tolong cek dm
10063,10063,11/22/21,netral,lain,minkai seperti biasa bales dm ya
10064,10064,11/22/21,netral,syarat,layanan vaksin gratis untuk dosis ke di stasiun tugu yogyakarta masih tidak ya min
10065,10065,11/22/21,netral,lain,alhamdulillah terima kasih kak dikirim via dm ig ya kak data nya
10066,10066,11/22/21,netral,jadwalrute,halo min mau tanya untuk stasiun di jawa timur open route jakarta untuk tanggal desember apa sudah ada
10067,10067,11/22/21,netral,lain,kayak dora adventure ya
10068,10068,11/22/21,netral,ticketing,saya beli tiket gubeng selain di stasiun sama aplikasi kai access dimana lagi ya
10069,10069,11/22/21,negatif,lain,anak tolol ga dibaca date nya
10070,10070,11/22/21,netral,syarat,min layanan antigen di gambir buka jam tidak
10071,10071,11/22/21,netral,aturan,ada social distancing nya min waktu itu di instagram ada tapi sekarang udah gaada gambarnya
10072,10072,11/22/21,netral,ticketing,baik kak done kalo untuk rubah email juga harus dari railmin kah
10073,10073,11/22/21,netral,lain,terima kasih banyak
10074,10074,11/22/21,netral,jadwalrute,selamat sore railmin mau tanya ka argo parahyangan pemberangkatan desember hanya ada jam saja atau akan ada tambahan di jam lain ya terima kasih
10075,10075,11/22/21,netral,lain,lawang sewu punya acara menarik biar wisatawan kembali berkunjung karma jaksel emil salim arteria menhan
10076,10076,11/22/21,netral,jadwalrute,sore min saya sudah cek tetapi tidak ada ka pasundan pesan tiketnya dimana lagi ya bisa stasiun
10077,10077,11/22/21,netral,ticketing,sore railmin kalo mau update perubahan data nik gimana ya
10078,10078,11/22/21,netral,ticketing,ini kenapa ya min dari tadi tidak bisa beli distasiun tidak bisa disuruh aplikasi beli dari aplikasi tapi kaya gini
10079,10079,12/08/21,netral,lain,last day aku libur tanggal 
10080,10080,12/08/21,netral,lain,ga ada libur
10081,10081,12/08/21,netral,lain,malang mau bali
10082,10082,12/08/21,netral,jadwalrute,min kereta tujuan jakarta malang sudah normal untuk keberangkatan jumat besok berhubung ada nya gunung semeru meletus
10083,10083,12/08/21,netral,lain,selamat sore mohon bisa diinformasikan kembali untuk detail lokasi di stasiun mana terima kasih
10084,10084,12/08/21,netral,syarat,halo min kalo jam operasional rapid antigen di stasiun gambir dari jam berapa sampai jam berapa ya
10085,10085,12/08/21,netral,ticketing,kak mau tanya lagi kalau pembatalan tiket kena potongan ya kalau ubah jadwal sama juga
10086,10086,12/08/21,netral,lain,ini pintu kenapa digembok hadeuh belum di resmiin gitu ditutup
10087,10087,12/08/21,netral,lain,solusi cegah terulang laka kereta angkot medan perbandingan palang kereta di jepang indonesia palang jepang palang lebih selebar badan jalan ujung jalan palang indonesia palang lebih pendek hanya setengah jalan tidak selebar jalan ujung
10088,10088,12/08/21,netral,lain,jadi untuk saya ini diperbolehkan
10089,10089,12/08/21,netral,jadwalrute,pasar senen btw pertama juga ya ka bengawan atau progo januari beroperasi tidak
10090,10090,12/08/21,negatif,ticketing,bos nya tau tidak ya aplikasinya error setelah ada update tidak tau pasti dilaporin bagusnya aja ya
10091,10091,12/08/21,netral,ticketing,poin hilang juga urusan pribadi ya error aplikasinya itu
10092,10092,12/08/21,netral,lain,min mau nanya emang info ini udah ga berlaku ya
10093,10093,12/08/21,netral,lain,kalo tegal semarang min
10094,10094,12/08/21,netral,ticketing,id allready exist dimana ya user dipersilahkan rubah sendiri lebih simple
10095,10095,12/08/21,netral,ticketing,min tiket ka lokal bisa dibatalkan lewat aplikasi
10096,10096,12/08/21,netral,syarat,tes antigen di stasiun makan waktu berapa lama
10097,10097,12/08/21,netral,jadwalrute,kereta bengawan atau progo beroperasi januari ga ya
10098,10098,12/08/21,netral,syarat,mau tanya apa boleh naik kereta api tanpa vaksin tetapi ada surat dokter dari puskesmas kalau vaksin pertama ditunda hipertensi mohon pencerahannya
10099,10099,12/08/21,netral,lain,halo min tolong cek dm ya
10100,10100,12/08/21,netral,lain,terima kasih min informasinya
10101,10101,12/08/21,netral,lain,aja min tidak usah dm biar user berkendala jadi tau solusinya seperti apa
10102,10102,12/08/21,negatif,lain,sama aja bos tuh kontak center cuma ngarahin chat wa kai dan hasilnya kayak gitu hasilnya nihil
10103,10103,12/08/21,netral,syarat,jam operasional rapid tes antigen di stasiun gubeng jam berapa min
10104,10104,12/08/21,netral,lain,emang bagus lamgsung nelpon lebih cepet lebih efisien
10105,10105,12/08/21,negatif,ticketing,kalau mau rubah id syaratnya railpoin jadi hilang adminnya aneh ya update malah jadi buyar fasilitasnya nih
10106,10106,12/08/21,netral,ticketing,min tarif khusus cirebon semarang ada tidak ya
10107,10107,12/08/21,negatif,lain,harusnya ini waktu tadi diatas ka kalau sekarang sudah rugi waktu
10108,10108,12/08/21,negatif,lain,call suruh chat udah chat mesin dan responnya lemot terus harus harus gimana aplikasinya tidak bisa rubah no id ini mending jangan update kalau jadi nyusahin customer mah
10109,10109,12/08/21,netral,lain,makasih min
10110,10110,12/08/21,netral,jadwalrute,selamat sore pt kai saya penumpang kereta api relasi ini keterlambatan dapat kompensasi menit itu lama loh terima kasih
10111,10111,12/08/21,netral,syarat,halo min naik kereta joglosemarkerto dari solo semarang swab antigen tidak ya terima kasih
10112,10112,12/08/21,netral,syarat,admin test rapid antigen di klinik terdekat sebagai syarat perjalanan naik ka namun belum terdaftar di barcode pedulilindungi diperbolehkan terima kasih
10113,10113,12/08/21,netral,lain,link ini beneran tidak min
10114,10114,12/08/21,netral,jadwalrute,halo minta tolong diinfokan rute kereta dari cilacap merak atau yogyakarta merak bisa lewat stasiun mana aja ya bingung mau pesan tiketnya terima kasih
10115,10115,12/08/21,positif,lain,keren coba deh bumn bimn lain bisa mencontoh ini ya jangan bisanya numpuk utang pailit tapi tidak mikir punya negara jangan sia siakan uang pajak pekerja swasta seniman dll
10116,10116,12/08/21,netral,lain,min cek dm
10117,10117,12/08/21,negatif,lain,customer bisa memaklumi kalo terbuka setidaknya kerugian waktu dialami customer itu ada alasan jelas bukan alasan maaf terlambat
10118,10118,12/08/21,netral,pelayanan,dear kalau ada perbaikan bikin kereta terlambat parah customer ini rugi waktu jangan cuma bilang maaf terlambat ada jangan bedakan pelayanan antara kereta lokal sama regular
10119,10119,12/08/21,netral,pelayanan,buset dijadwal sih sampainya jam tapi sampai sekarang nam belum sampai bagaimana ini masak tidak ada penjelasan apa apa kenapa terlambat
10120,10120,12/08/21,netral,syarat,halo hasil swab antigen berlaku berapa untuk perjalanan naik ka ya
10121,10121,12/08/21,netral,syarat,hi min mau tanya untuk jadwal antigen di stasiun gubeng masih buka mulai jam wib atau ada perubahan jadwal lagi terima kasih
10122,10122,12/08/21,netral,syarat,oke kak hasil antigen dari lab harus diprint atau tinggal saja filenya di hp petugas di stasiun
10123,10123,12/08/21,netral,syarat,berapa lama nunggu hasil swab di stasiun pasar senen
10124,10124,12/08/21,netral,lain,lihat nya puyeng
10125,10125,12/08/21,netral,lain,tidak juga kayanya lokal tuh kayanya kalau masih daerah kaya porong sidoarjo kayanya gitu
10126,10126,12/08/21,netral,syarat,kalau terintegrasi dengan nar gimana ya saya rencananya mau antigen di bumame bisa drive thru
10127,10127,12/08/21,netral,syarat,info min anak anak sudah boleh pergi naik ka jj ka lokal persyaratannya apa terima kasih
10128,10128,12/08/21,netral,jadwalrute,perjalanan lebih dari jam tidak masuk kereta lokal sih
10129,10129,12/08/21,netral,jadwalrute,saya kira masuk kereta api lokal terima kasih
10130,10130,12/08/21,netral,lain,hi tolong cek dm ya
10131,10131,12/08/21,netral,syarat,kalo saya antigen sendiri di luar stasiun tidak apa apa kak
10132,10132,12/08/21,netral,lain,oke terima kasih min
10133,10133,12/08/21,netral,aturan,anak usia sudah boleh naik kereta jarak jauh
10134,10134,12/08/21,netral,syarat,kalau mau naik kereta pakai antigen laborat di luar kai boleh tidak atau harus pakai antigen nya kai
10135,10135,12/08/21,netral,lain,like back kak
10136,10136,12/08/21,netral,jadwalrute,ka mau tanya ka lokal surabaya lamongan ada apa saja ya ka dan jadwalnya kapan saja
10137,10137,12/08/21,netral,syarat,railmin untuk jam operasional tempat antigen di stasiun pssenen dari jam berapa sampai jam berapa
10138,10138,12/08/21,netral,jadwalrute,jadwal ka penataran dari malang blitar berangkat jam telat sampai mungkin bisa lebih sekarang posisi masih di lawang ka penataran jadwal sebelumnya jam baru berangkat telatnya kebangetan min ada apa ya
10139,10139,12/08/21,netral,jadwalrute,ka bengawan dari lempuyangan pasar senen dihapus rutenya
10140,10140,12/08/21,netral,lain,check dm plis
10141,10141,12/08/21,netral,lain,untuk distasiun gubeng jm pagi ada
10142,10142,12/08/21,netral,lain,min cek dm
10143,10143,12/08/21,netral,lain,siap kak terima kasih infonya
10144,10144,12/08/21,netral,lain,min bales dm
10145,10145,12/08/21,netral,ticketing,jogja cilacap ada tiket go show
10146,10146,12/08/21,netral,syarat,min kalo naik kereta kebumen surabaya apa harus rapid atau cukup sudah vaksin
10147,10147,12/08/21,netral,syarat,hai min mau tanya besok saya ada berangkatan kereta pagi ada layanan swab on the spot di jam mohon infonya
10148,10148,12/08/21,netral,ticketing,sore kak mohon infonya saya mau pembatalan tiket kereta dari jakarta yogyakarta harus langsung stasiun terdekat atau stasiun keberangkatan terima kasih
10149,10149,12/08/21,netral,ticketing,ini masih mau tanya dulu kak kalau mau diubah tanggalnya tidak harus stasiun ya kak bisa secara online ya soalnya jauh banget kalo stasiun
10150,10150,12/08/21,netral,ticketing,saya pesan tiketnya lewat web kai barusan coba install kai access klik pembatalan tiket tidak ada daftar tiketnya padahal kalau dicek dari kode booking ada kak
10151,10151,12/08/21,netral,syarat,min info jam operasional tes antigen stasiun pasar senen terima kasih
10152,10152,12/08/21,netral,lain,cek dm min
10153,10153,12/08/21,netral,ticketing,min ini aplikasi kai access buat cek tiket aja internal server error terus ya padahal buat liat kode booking
10154,10154,12/08/21,netral,syarat,min genose masih berlaku kah untuk perjalanan jarak jauh
10155,10155,12/08/21,netral,lain,oke thank you min
10156,10156,12/08/21,netral,lain,min mohon cek dm
10157,10157,12/08/21,netral,lain,siap makasih infonya
10158,10158,12/08/21,netral,lain,ya ampun sampai lupa tag
10159,10159,12/08/21,netral,ticketing,siang kak mohon infonya kalau mau membatalkan mengubah jadwal keberangkatan kereta dari jakarta pekalongan harus stasiun atau bisa secara online apa saja syaratnya
10160,10160,12/08/21,netral,syarat,min mau tanya pelayanan test antigen di stasiun senen sampai jam berapa ya
10161,10161,12/08/21,netral,lain,saya pakai tidak ada biaya tambahan
10162,10162,12/08/21,netral,syarat,siang min pelayanan swab antigen di stasiun gambir sampai jam berapa ya
10163,10163,12/08/21,netral,syarat,antigen di stasiun gambir disebelah mana
10164,10164,12/08/21,netral,pelayanan,min cs stasiun pasar senen buka layanan sampai jam berapa ya
10165,10165,12/08/21,netral,lain,oke terima kasih banyak update infonya ya min
10166,10166,12/08/21,netral,lain,min tolong cek dm
10167,10167,12/08/21,netral,lain,min mau tanya ini ada kendala apa ya ka dhoho penataran mengalami keterlambatan lebih dari jam
10168,10168,12/08/21,netral,jadwalrute,min kalau beli tiket malabar dari stasiun bandung tiketnya apa bisa naik dari kiaracondong
10169,10169,12/08/21,netral,lain,oke deh thank you ya min udah cepet respon jangan mandek mandek lagi ya huhu
10170,10170,12/08/21,netral,syarat,setauku pake ribu antigen di stasiun
10171,10171,12/08/21,netral,lain,oke terima kasih ya
10172,10172,12/08/21,netral,lain,baiklah terima kasih banyak kakak min sehat sehat ya
10173,10173,12/08/21,netral,aturan,dear bayi boleh naik krl ga
10174,10174,12/08/21,netral,aturan,untuk balita boleh tidak ya naik kereta jarak jauh
10175,10175,12/08/21,netral,syarat,min antigen di stasiun tawang sampai jam berapa ya
10176,10176,10/04/21,netral,jadwalrute,min jadwal kereta cepu malang ada ga
10177,10177,10/04/21,netral,fasilitas,naik cirebon express kursi sofa beludru leg rest bantal disediakan di setiap kursi dan disajikan bistik hadir
10178,10178,10/04/21,netral,lain,dapat makan include tiket jaman segitu
10179,10179,10/04/21,netral,lain,empuk beneran ya
10180,10180,10/04/21,netral,experience,pas masih awal an saya masih ngerasain eksekutif full service kayak iklan di atas tanpa mikirin duit soalnya tiketnya dibayarin ortu haha argo muria bludru empuk pake selimut mulai dikasih makan pas di cikampek
10181,10181,10/04/21,netral,syarat,selamat malam min mau nanya untuk kereta kedung sepur wajib antigen atau hanya surat vaksin saja
10182,10182,10/04/21,netral,lain,baik sudah saya balas lagi ya kak ada lagi
10183,10183,10/04/21,netral,syarat,min untuk penumpang lansia belom bisa vaksin bisa hanya dengan antigen bepergian didampingi orang sudah vaksin
10184,10184,10/04/21,netral,lain,bisa bis bisa kereta api kalau naik bis dari surabaya dari terminal osowilangon kalau naik kereta api dari surabaya dari stasiun pasar turi krd cuman kalau mau naik kereta cari cari info dulu ya nder di sosmed resminya kai persyaratannya apa aja
10185,10185,10/04/21,netral,lain,itu jaman dulu empuk beneran ga kaya empuk dibilang influencer
10186,10186,10/04/21,netral,syarat,min untuk swab antigen di stasiun kiaracondong dari jam berapa sampai jam berapa ya
10187,10187,10/04/21,netral,lain,selesai kaleng dipo bbm lanjut stasiun madiun
10188,10188,10/04/21,positif,lain,ini revolusioner loh pada masanya taun segitu bis kota masih seadanya malah banyak fasilitas di ka eksekutif ditiru dan dijadikan standar pelayanan bus kota sekarang
10189,10189,10/04/21,netral,lain,sudah dikirim min cek dm terima kasih
10190,10190,10/04/21,netral,lain,iklan koran th silam ka mutiara berangkat malam nyampe keesokannya gratis makan malam dan sarapan cc
10191,10191,10/04/21,netral,syarat,naik sidoarjo jember tetep memakai rapid juga kah min
10192,10192,10/04/21,netral,syarat,min layanan antigen di stasiun pasar senen sampai jam berapa ya
10193,10193,10/04/21,netral,ticketing,kalo bantu ganti email bisa ya min
10194,10194,10/04/21,netral,lain,cc
10195,10195,10/04/21,negatif,syarat,vaksin udah kali transportasi favorit kereta api tapi masih tetep swab rapid mengecewakan
10196,10196,10/04/21,netral,jadwalrute,halo kereta api dari tegal purwokerto purwokerto yogyakarta udah ada belum ya
10197,10197,10/04/21,netral,syarat,maaf min mau nnya untuk perjalanan ka aglomerasi dari stasiun pekalongan stasiun poncol benar tidak menggunakan surat swab antigen
10198,10198,10/04/21,netral,syarat,saya tetap diminta hasil swab antigen oleh petugas boarding di stasiun surabaya gubeng tadi pagi padahal tiket saya juga beli di kai access tidak muncul di layar petugasnya
10199,10199,10/04/21,netral,lain,baik terima kasih min
10200,10200,10/04/21,netral,lain,baik kak min terima kasih banyak sudah membantu dan maaf merepotkan
10201,10201,10/04/21,netral,lain,makasih min
10202,10202,10/04/21,netral,aturan,min anak sudah bisa bepergian dengan ka jarak jauh
10203,10203,10/04/21,netral,lain,makasih ya min
10204,10204,10/04/21,netral,lain,minggu sore kemarin bersama kai kembali melakukan jaga lintas bersama petak cikudapateuh kiaracondong
10205,10205,10/04/21,netral,jadwalrute,rute kereta api terbaru mau traveling jakarta surabaya kai
10206,10206,10/04/21,netral,ticketing,halo min saya mau pesan tiket disalah satu marke tplace tapi nama penumpang hanya terdiri dari untuk nama depan dan saya buat pengulangan saja ya
10207,10207,10/04/21,netral,ticketing,refund tiket di acess ini emang mudah ya duit refundnya bisa buat test antigen hiks
10208,10208,10/04/21,netral,ticketing,min mau tanya saya udah terlanjur beli tiket tapi ada masalah di sertifikat vaksin ibu saya panitia salah masukin nik jadi ga ketemu di pedulilindungi tapi ibu saya punya surat bukti vaksin apa bisa
10209,10209,10/04/21,netral,lain,belum tau sih sementara ada tujuan pasar senen cimahi
10210,10210,10/04/21,netral,syarat,halo kak apa info di link ini masih valid biaya tes antigennya rp apa di stasiun gubeng surabaya menyediakan tes antigen prosedurnya dengan kode booking dan vaksin dosin pertama mau cross check aja kak
10211,10211,10/04/21,netral,ticketing,min saya sudah pesan tiket ka waktu aplikasi belum terupdate setelah update tiket dibayar belum masuk tiket aktif min cek pesan help
10212,10212,10/04/21,netral,lain,cek di tergantung jenis kereta
10213,10213,10/04/21,netral,lain,oke terima kasih min
10214,10214,10/04/21,netral,experience,gue ada cerita baru sore ini hampir aja tabrak kereta untung aja ada warga teriak ga tau gue kecapean apa keretanya ga bunyiin klakson soalnya warga pada teriak nyalahin kereta tolong di perhatikan ya
10215,10215,10/04/21,netral,syarat,admin di stasiun tasikmalaya menyediakan rapid antigen iya untuk jam operasional nya mulai berapa berapa terima kasih
10216,10216,10/04/21,netral,ticketing,dear kai kalo mau beli tiket ka lokal by kai access kenapa penumpang otomatis terisi ini niatnya mau beli untuk orang lain bukan untuk sendiri need help ya thank you
10217,10217,10/04/21,netral,syarat,untuk sudah vaksin kedua apa tetap harus swab lagi
10218,10218,10/04/21,netral,fasilitas,kalo gerbong sepeda itu udah tidak ada yah
10219,10219,10/04/21,netral,lain,halo min mohon cek dm ya
10220,10220,10/04/21,netral,syarat,min jadwal antigen di stasiun cirebon prujakan mulai jam berapa sampai jam berapa ya
10221,10221,10/04/21,netral,jadwalrute,jalanin min masa kalah sama lodaya
10222,10222,10/04/21,netral,lain,untuk tanggal min
10223,10223,10/04/21,netral,ticketing,min bisa minta tolong hapuskan akun tidak
10224,10224,10/04/21,netral,jadwalrute,kajj makin banyak dan banyak jadwal baru jadwal jalur bekasi cikarang udah mulai telat disalipin kajj gamau update gapeka krl min
10225,10225,10/04/21,netral,jadwalrute,ga ada kereta lokal kearah nganjuk ya mentok cuma kertosono
10226,10226,10/04/21,netral,jadwalrute,min kereta bangunkarta dari purwokerto klaten untuk rabu apa tidak ada ya mohon infonya terima kasih
10227,10227,10/04/21,netral,syarat,min kalau naik ka lokal dari tulung agung tarik sidoarjo apa harus pakai antigen
10228,10228,10/04/21,netral,jadwalrute,min mau nanya kenapa kereta api dari tasikmalaya langsung gambir kenapa tidak ada lagi ya
10229,10229,10/04/21,netral,lain,akhirnya install kai access lagi ini siap berkelana lagi
10230,10230,10/04/21,negatif,lain,kontraktor adhi karya proyek double track bogor sukabumi kai kembali bikin masalah
10231,10231,10/04/21,netral,lain,okay min makasih ya
10232,10232,10/04/21,netral,lain,min tolong respon dm saya
10233,10233,10/04/21,netral,jadwalrute,tawangjaya belum jalan lagi
10234,10234,10/04/21,netral,syarat,malam min di stasiun brebes tersedia swab antigen kah kalau ada bukanya jam berapa aja ya terima kasih
10235,10235,10/04/21,netral,aturan,balita belum boleh naik sedih
10236,10236,10/04/21,netral,lain,semakin mundur saja ini
10237,10237,10/04/21,netral,lain,stasiun kroya kak
10238,10238,10/04/21,netral,lain,semoga selalu dijauhkan dari anak seumur hidupmu aamiin ya allah
10239,10239,10/04/21,netral,lain,thank you min
10240,10240,10/04/21,netral,lain,terima kasih railmin
10241,10241,10/04/21,netral,aturan,saya nungguin diperbolehkannya anak umur dibawah bisa naik kereta ditunggu ya railmin terima kasih
10242,10242,10/04/21,netral,lain,tolong cek dm ya min terima kasih
10243,10243,10/04/21,netral,aturan,mau tanya tawang alun sudah tersedia untuk dewasa dan balita
